26,"[['두부강정 맵지않은 소스로 아이들 입맛까지 확 ~', '2인분 30분 이내 아무나 '], '[양념]다진마늘 1큰술', ['재료도 간단하고 만드는법도 간단한  아이들 입맛사로잡는 두부요리 ! 두부강정 만드는법 알려드릴께요 :)|두부는 부침가루에 골고루 묻혀줄껀데요 그 전에 두부에 있는 물기를 어느정도 제거해줘야 해요 키친타월이나 주방용 면보를 사용하셔서 두부에 묻어있는 물기를 제거해주세요|물기를 어느정도 제거해준뒤에는 먹기 좋은 크기로 잘라주세요 너무 작게 잘라서도 해봤는데 튀겨줄때 조금 귀찮더라고요 ㅎㅎ 그래서 저는 깍두기보다 조금 더 큰 크기로 잘라줬어요|그 다음은 두부에 부침가루를 골고루 묻혀줄 차례인데요 손으로 하나하나 묻혀주는것도 좋지만 제일 간단한 방법으로는 요렇게 위생봉투를 사용하는 것이지요 ! 위생봉투안에 부침가루를 적당량 넣어주고 썰어둔 두부를 몽땅 넣어 흔들흔들 흔들어주세요 ~ 그럼 손에 묻히지 않고도 두부에 부침가루를 골고루 입힐수 있어요|부침가루 곱게 입은 두부들을 이제 튀겨줄꺼예요 프라이팬에 식용유를 적당히 둘러주세요 튀길때는 기름이 조금 많이 들어가니 넉넉하게 둘러주시면 좋겠지요 그리고 중간불 정도의 세기에 맞춰두고 두부를 올려주세요 부침가루가 너무 많이 묻어있는 두부는 한번씩 탈탈 털어서 올려주세요 ~|두부가 노릇하게 익는동안 약간의 시간이 걸리는데요 이때 두.부.강.정 소스를 만들어 주면되요 케첩 3큰술, 간장 2큰술, 설탕 1큰술, 다진마늘 1큰술, 올리고당 2큰술 분량대로 넣어서 골고루 섞어서 준비해주세요 조금 매콤한걸 원하시면 고추장을 1큰술 정도 넣어주셔도 좋을듯해요|두부는 요리조리 돌려줘가며 골고루 노릇노릇하게 익혀주세요 ~|하게 익혀준 두부들은 키친타월에 올려 기름기를 살짝 제거해주시고요|아까 만들어뒀던 분량의 소스를 한번 끓여줄꺼예요 너무 팍 끓이면 안되고 은근한불에 살짝만 데운다는 느낌으로 끓여주세요|소스가 파르르 끓어오르기 시작하면 불을 꺼주시고요 잘 튀겨준 두부들을 넣어서 골고루 섞어주세요|골고루 섞어주기만 하면 맛있는 두부강정 완성이예요 ! 평소 저희 아이들은 두부를 그리 좋아하진 않아요 근데 요거 해주면 잘 안먹던 두부도 너무 잘먹는답니다 새콤달콤한 소스가 아이들 입맛 사로잡는데 한몫더했겠죠 ㅎ'], []]"
27,"[['달콤 짭조름♡ 떡 베이컨 간장조림♡', '3인분 5분 이내 아무나 '], '[양념]기름 ', ['대파에 떡국떡 (가래떡, 떡볶이떡) 베이컨|기름두르고 볶듯구워요.(튀기듯하면 더 맛있습니다)|간장.물엿.참기름을 넣어 볶아요. 간장 한스푼, 물엿 넉넉히, 참기름한스푼(이런 느낌 비율로. )|볶아주며 졸입니다.|국물없게끔 졸여야 맛있어용: )|깨도 뿌리고 한번 볶아준 후 끝.|완성^^'], []]"
28,"[['매콤버섯덮밥~한그릇', '1인분 30분 이내 아무나 '], '[양념장]설탕 2/3숟가락', ['느타리버섯은 길게 찢어주시고 양파는 채썰어주세요 느타리버섯대신 새송이버섯이나 다른버섯을 사용하셔도 좋아요|양념장재료를 섞어 양념장을 만들어주세요|달군팬에 대파를 넣어주세요|양파를 넣고 센불로 20초정도 볶아주세요|버섯을 넣어 1분간 더 볶아주시다가 중간불로 줄여 양념장을 넣어 볶아주세요 더 맵게 드시고 싶은 분들은 여기에 청양고추를 더 넣어주시며 되세요|양념장재료가 스며들도록 30초정도 볶아주신후에 그릇에 밥을 담고 밥위에 올려주신후에 참깨를 솔솔 뿌려 주세요'], []]"
29,"[['아삭아삭한 고추된장박이 ', '15분 이내 아무나 '], '[양념]설탕 1/3T', ['풋고추는 깨끗이 씻은후 한입크기로 적당히 썰고, 파는 송송썰어서 1스푼가량 준비합니다.|분량의 양념을 넣고, 잘 섞어준후...|썰어논 고추/파와 함께.. 잘 버무려 주면 완성이랍니다. ^^'], []]"
30,"[['꿀마늘 닭강정(아이들 단골메뉴 찜♡♡)', '4인분 30분 이내 초급 '], '[양념]후추가루 조금', ['닭봉에 소금 1작은술 넣어 조물조물한 후에 20분정도 둬요|끓는물에 데쳐요|팬에 간장,설탕,마늘넣고 내용물 반정도 잠기게 물을 넣어요|뚜껑닫고 국물 반정도 될때까지 중불정도에서 끓여요|뚜껑연채로 꿀3숟가락.후추가루넣어요|국물이 없어지고 갈색될때까지 졸여요|파프리카넣어서 버물버물 마무리해요~ 저는 기본적으로 통깨 팍팍을 더 좋아해요~'], []]"
31,"[['차돌박이 파스타 ', '1인분 30분 이내 초급 '], '[양념]후추 약간', ['파스타면을 제일 먼저 삶습니다. 물을 넉넉하게 담아 끓여주시고 파스타를 넣어주세요. 7분 : 단단한 식감을 원할때 8분 : 쫄깃하고 탄력있는 식감 9분 : 부드럽고 통통한 면을 원할때|마늘은 편으로 썰고 양파도 적당히, 고추도 얇게 썰어주세요. 특히 고추는 얇게 썰어주셔야 입에서 겉돌지 않고 면에 착착 감깁니다.|간장 2숟갈, 굴소스 1숟갈, 맛술 1숟갈, 다진마늘 1숟갈, 후추약간을 넣어 소스를 만들어주세요. 다 삶아진 면은 건져서 올리브유를 살짝 넣어 비벼놓으시면 됩니다.|재료 준비가 끝났다면 기름을 두른팬에 마늘과 고추를 먼저 넣어 볶아 향을 내주세요. 그다음 양파도 넣어주세요.|차돌박이까지 넣어 반 정도 볶은뒤, 면을 넣고 미리 만들어둔 소스를 넣고 함께 볶아주시 면됩니다. 소스는 입맛에 따라 약간씩 넣으며 가감하세요.'], []]"
32,"[['봄동 된장무침', '6인분 이상 15분 이내 아무나 '], '[양념]소금 약간', ['봄동은 잎이 연한것으로 고른다.|잎을 떼어 끓는 물에 소금을 넣고 데친다.|찬물에 여러번 헹구어 씻어 물기를 꼭 짠다.|파와 마늘은 다진다.|봄동은 먹기좋은 크기로 자른다.|위의 양념으로 조물조물 무친다.|접시에 담는다.'], []]"
33,"[['[반찬] 숙주새우달걀볶음', '2인분 15분 이내 아무나 '], '[새우밑간]후추 톡톡', ['재료를 준비해 주세요. 숙주는 깨끗이 씻어 준비하고 양파, 청양고추, 쪽파는 적당한 크기로 썰어주세요. 달걀은 잘 풀어서 준비해주세요.|분량의 양념장을 모두 잘 섞어 준비해주세요.단맛을 위해 설탕이나 올리고당 살짝 추가하셔도 좋아요|새우는 청주 1T, 소금, 후추를 조금씩 넣어 버물버물 해주세요.|팬에 기름을 두르고|약불에서 달걀물을 부어 스크램블을 만들어 주세요. 살짝만 익힌 후 접시에 따로 담아두세요.|스크럼블 만든 팬에 그대로 기름을 조금 추가하고 양파 넣고 약 1분간 센불에서 볶아주세요.|그 다음 새우를 넣어 약 4-5분간 새우가 익을때까지 볶아주세요.|새우가 익으면 숙주를 듬뿍 올리고 양념장을 넣어주세요.|그리고 아까 만들어둔 스크럼블 에그, 대파, 청양고추를 넣어 약 1-2분간 뒤적거리다 불을 꺼주세요. 간보고 싱거우면 소금을 살짝 추가해주세요.'], []]"
34,"[['자취라이프 평범한 단무지도 양념에 무쳐서 맛있게 먹자', '3인분 10분 이내 초급 '], '[양념]올리고당 1숟가락', ['재료를 준비합니다. 단무지 1팩, 대파를 짧게 어슷 썰어줍니다.|그릇에 통깨를 1숟가락 넣어줍니다.|꿀 뜨는 도구로 깨를 빻아줍니다. (통깨는 몸에 흡수가 많이 되지 않아 빻아서 드시는게 몸에 더 흡수가 되어서 으깨 먹습니다.|볼에 깨를 으깨서 넣고 고추가루1숟가락을 넣습니다.|참기름 또는 들기름 1숟가락을 넣어줍니다. 저는 고소한 참기름을 좋아해요~ 들기름이 몸에는 더 좋다고 합니다.|올리고당을 1숟가락 조금 안되게 넣어 줍니다.|잘라 놓은 대파를 넣어 줍니다.|단무지는 입맛에 맞게 잘라줍니다. 저는 반달 모양을 반으로 잘라줬어요. 동그란거의 1/4 모양이라고 생각 하심 됩니다.|양념장에 물기를 짜서 넣어줍니다.|양념과 대파가 어우러지게 무쳐줍니다.'], []]"
35,"[['달콤한 양파속에 꼭꼭 숨은 닭가슴살', '4인분 20분 이내 초급 '], '[재료]소금 약간', ['양파는 껍질을 벗겨 손질해  링 모양을 살려 썰어줍니다.남은 양파도 다져서 넣을꺼예요.|각종 자투리 채소들을 잘게 다져주세요.편식하는 재료들을 꼭꼭 숨기기 좋아요.|단백질도 중요하니까 닭가슴살도 다져서 넣어주시구요~|달걀 3개를 넣고, 소금으로 약간 간을 해줍니다. 잘 섞어 주세요~|기름 두른 팬에 링으로 썰어둔 양파를 올리고  숟가락으로 달걀물을 한수저씩 떠 넣어줍니다.|뒤집을때는 뒤집개 두개를 이용해  살살 뒤집어 주세요.|속까지 골고루 익혀주세요.'], []]"
36,"[['우리집 최애 반찬 마늘아몬드조림 레시피', '3인분 20분 이내 아무나 '], '[양념]물엿 1.5T', ['먼저 깐 마늘은 물로 한번 헹구어 주시구요. 마늘이 너무 크다면 먹기좋게 반쪽으로 나눠 주세요|달궈진 팬에 식용유를 둘러 준 뒤 마늘을 넣고 튀기듯 노릇노릇 구워 줍니다. 굽다보면 마늘의 알싸한 향이 올라와 군침돌아요|마늘이 노릇노릇 구워지면 아몬드도 넣고 살짝 볶아줍니다아몬드 없으심 호두를 넣어주셔도 되고 그것도 없으시면 마늘만 넣고 만드셔도 되요|다 볶아지면 미리 준비해둔 양념을 부어 약불에서 타지 않게 조려주심 끝^^|정말 간단하게 만든 건강반찬 마늘아몬드 조림 완성이에요|물엿이 들어가서인지 윤기가 좌르르 흘러요.한번 먹어보니 알싸한 맛이 하나도 없고 정말 부드러우면서 맛있네요, 간장과 물엿의 양념들이 어우러져 단짠단짠한 맛이 밥과 함께 먹으면 참 맛있어요, 몸에 좋은 마늘과 아몬드의 조합이라 우리집 최애반찬으로 추천합니다^^암환자분들 항암반찬으로도 좋습니다.'], []]"
37,"[['팽이버섯 베이컨 볶음', '2인분 10분 이내 아무나 '], '[양념]굴소스 1큰술', ['팽이버섯은 밑둥을 잘라내고 몇줄기씩 뜯어 주세요|베이컨은 채썰어 주세요.대파도 채 썰어 주세요|팬에 식용유를 두르고 대파를 넣고볶다가(1~2분 정도)|베이컨을 넣고 볶아주세요(1~2분 정도)|버터를 넣고|굴소스를 넣고|팽이버섯을 넣고 재빨리 볶아주세요.(1~2분 정도)|완성접시에 담아주세요.'], []]"
38,"[['♥[신혼밥상] 10분 반찬! 메추리알조림', '4인분 15분 이내 초급 '], '[간장소스]물 1종이컵', ['메추리알과 스팸하나면 반찬걱정 끝!|스팸 반캔 또는 1캔 네모네모 잘라주세요.|간장 6스푼을 넣어주세요.(선택재료) 맛술2스푼 감칠맛 추가|설탕 1스푼 반을 넣어주세요.|물은 종이컵1잔 분량 붓기.|다진마늘 커피스푼1 매콤한 맛을 좋아한다면  청양고추 또는 꽈리고추 추가 아이를 위한 반찬이라면  이 단계 생략!|7분~8분 동안 졸여주세요.|가스불 끄기 직전 올리고당 한바퀴 빙 둘러주시고 참기름 1스푼, 통깨 뿌리면 초간단 반찬 완성!'], []]"
39,"[[""초간단 5분반찬!아삭아삭 '고추쌈장무침'"", '2인분 5분 이내 아무나 '], '[양념]깨 1T', [""먼저 오이고추를 깨끗이 씻어 물기를 제거합니다. 매콤한것 좋아하시면 청양고추도 몇개 섞어주셔도 되요|깨끗이 씻은 고추는 먹기 좋은 사이즈로 썰어줍니다.|쌈장 1스푼에 고춧가루1/2,깨1,올리고당1,참기름1,다진마늘1/2를 넣고 잘 섞어줘요.T:성인숟가락 기준 모든 양념은 깍아서 |썰어놓은 고추에 양념을 넣고 조물조물 잘 섞어주시면 끝입니다^0^양념은 한번에 다 넣지 마시고 조금씩 넣어가며 기호에 맞게 간을 맞쳐 주세요|초간단 5분반찬!아삭아삭 '고추쌈장무침'완성입니다.|한개 먹어보니 아삭아삭 씹히는 고추의 식감에 양념이 어우려져 참 맛있어요. 만들기 쉽고 입맛 돋구는 반찬으로 추천해요^^""], []]"
